estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
64,38,5810010,11:03:28,00:10:43,11:14:11,1998
76,106,3126850,11:04:29,00:12:19,11:16:48,8890
1,22,5810010,11:06:03,00:11:54,11:17:57,1893
106,17,3126850,10:58:48,00:20:15,11:19:03,1715
8,149,5925780,11:10:39,00:08:39,11:19:18,6273
174,23,5751430,10:56:13,00:23:37,11:19:50,5834
18,34,5731900,10:53:05,00:28:53,11:21:58,2454
83,95,6042050,10:55:19,00:28:15,11:23:34,2273
32,68,5126030,11:16:01,00:07:45,11:23:46,1496
7,32,5126030,11:16:34,00:07:26,11:24:00,4841
68,32,5126030,10:07:50,01:16:33,11:24:23,1395
11,32,5817340,11:12:20,00:12:41,11:25:01,6413
4,26,4917160,11:17:17,00:08:25,11:25:42,2053
9,33,2796960,10:36:15,00:50:49,11:27:04,2875
30,22,5810010,11:17:26,00:09:38,11:27:04,1966
16,57,5923390,11:21:27,00:07:25,11:28:52,7577
174,23,5664250,11:18:44,00:10:46,11:29:30,7458
82,70,5965780,11:14:04,00:15:33,11:29:37,6170
186,83,4841520,11:13:17,00:16:38,11:29:55,4056
154,174,5072780,10:58:25,00:31:35,11:30:00,5044
137,16,6070370,11:22:47,00:07:20,11:30:07,5910
120,199,5605040,11:00:23,00:29:46,11:30:09,5382
97,149,3892850,11:01:41,00:28:35,11:30:16,2416
1,22,5810010,11:21:41,00:08:44,11:30:25,3147
34,174,5664250,11:20:41,00:10:23,11:31:04,2656
150,1,6200670,11:06:20,00:24:49,11:31:09,2913
59,161,2701320,11:20:00,00:11:16,11:31:16,4146
194,110,5377800,11:21:25,00:11:36,11:33:01,3937
59,161,2701320,11:21:31,00:11:33,11:33:04,7884
154,174,5072780,11:12:33,00:20:32,11:33:05,2183
4,111,5343240,11:10:06,00:23:02,11:33:08,6578
1,22,5810010,11:23:57,00:10:15,11:34:12,7212
19,1,5509730,11:15:59,00:18:41,11:34:40,8070
68,32,5126030,11:26:02,00:09:02,11:35:04,4963
59,161,2701320,11:27:52,00:07:58,11:35:50,6224
1,22,5810010,11:27:29,00:08:38,11:36:07,5692
59,161,2701320,11:25:45,00:10:53,11:36:38,3790
59,161,2701320,11:25:01,00:12:50,11:37:51,6071
39,75,4300980,11:25:38,00:12:45,11:38:23,6312
174,23,5664250,11:28:56,00:10:09,11:39:05,4068
59,161,2701320,11:31:05,00:08:37,11:39:42,8622
23,33,5751430,11:23:40,00:16:25,11:40:05,1762
96,165,5338480,11:31:40,00:08:54,11:40:34,6009
101,94,6155360,11:30:09,00:11:20,11:41:29,7621
59,161,2701320,11:31:09,00:10:28,11:41:37,2964
163,32,6394240,11:26:06,00:15:34,11:41:40,7616
1,22,5810010,11:31:31,00:10:26,11:41:57,3702
1,115,5313860,11:34:58,00:07:14,11:42:12,3583
174,8,6248700,11:29:49,00:12:45,11:42:34,1489
119,119,5810010,11:37:12,00:05:57,11:43:09,1544
38,33,5751430,11:32:16,00:11:00,11:43:16,8227
156,156,6171530,11:35:16,00:08:05,11:43:21,7488
1,22,5810010,11:33:56,00:09:25,11:43:21,3822
188,67,6109620,11:22:05,00:21:52,11:43:57,8126
30,115,5925780,11:18:57,00:25:09,11:44:06,8131
19,8,6042050,11:30:46,00:13:48,11:44:34,4431
1,22,5810010,11:25:14,00:19:50,11:45:04,7643
68,68,5126030,09:24:37,02:20:39,11:45:16,8402
174,193,2069250,11:33:26,00:12:04,11:45:30,3628
134,134,5902520,11:41:27,00:05:39,11:47:06,2617
1,22,5810010,11:28:16,00:18:58,11:47:14,7343
33,91,2796960,11:32:10,00:15:07,11:47:17,1970
98,68,5836690,11:38:55,00:08:31,11:47:26,3621
59,116,5810010,11:35:44,00:11:44,11:47:28,8317
70,14,5965780,11:34:45,00:13:38,11:48:23,5291
8,93,6042050,11:36:29,00:11:54,11:48:23,1088
1,22,5810010,11:32:27,00:16:20,11:48:47,1170
34,174,5664250,11:37:48,00:11:34,11:49:22,3899
96,154,5338480,11:41:48,00:07:53,11:49:41,7598
30,14,5751430,10:42:03,01:07:45,11:49:48,7685
13,96,5572600,11:43:32,00:07:56,11:51:28,5021
83,8,6042050,11:20:26,00:31:33,11:51:59,8535
199,199,5605040,11:44:40,00:07:45,11:52:25,8997
33,59,5751430,10:57:04,00:55:28,11:52:32,2242
127,101,6155360,11:45:06,00:09:20,11:54:26,2102
1,22,5810010,11:38:37,00:15:52,11:54:29,3974
16,150,6070370,11:43:29,00:12:20,11:55:49,1558
34,135,5731900,11:39:10,00:16:44,11:55:54,6067
82,121,6032930,11:40:24,00:15:43,11:56:07,3412
1,22,5810010,11:47:16,00:09:08,11:56:24,7726
98,81,6038690,11:34:24,00:22:27,11:56:51,3762
182,142,5735920,11:47:01,00:10:01,11:57:02,4656
4,193,4917160,09:26:24,02:31:21,11:57:45,5830
42,8,5783160,11:51:16,00:07:17,11:58:33,5968
30,12,5751430,11:18:01,00:41:41,11:59:42,6303
12,30,6679280,11:50:00,00:10:21,12:00:21,1700
33,2,5751430,11:40:26,00:21:42,12:02:08,5992
174,23,5664250,11:54:35,00:08:18,12:02:53,8022
186,28,4841520,11:52:38,00:10:37,12:03:15,5661
160,103,5551600,11:51:32,00:11:51,12:03:23,8502
116,22,5810010,11:52:30,00:11:29,12:03:59,3180
182,160,5735920,11:51:02,00:14:22,12:05:24,2937
174,39,5664250,11:33:27,00:32:36,12:06:03,5958
19,19,5731900,11:28:49,00:37:39,12:06:28,1875
14,156,5735730,11:46:27,00:20:11,12:06:38,4436
83,186,4841520,11:52:26,00:14:33,12:06:59,3837
97,97,3892850,11:14:40,00:52:25,12:07:05,8065
37,62,5731900,11:14:58,00:53:10,12:08:08,5978
12,113,5313860,11:43:22,00:24:51,12:08:13,4820
33,30,5751430,11:16:29,00:52:26,12:08:55,7637
67,184,6109620,11:49:05,00:19:54,12:08:59,3505
88,88,6394240,11:57:47,00:11:45,12:09:32,2834
83,83,5440160,11:56:42,00:13:42,12:10:24,7397
174,51,5664250,11:57:16,00:13:10,12:10:26,2795
61,60,6244540,12:03:45,00:07:13,12:10:58,3104
44,5,5192240,10:26:12,01:45:58,12:12:10,4774
97,197,3892850,11:53:56,00:21:13,12:15:09,8522
195,195,3073820,12:04:26,00:11:33,12:15:59,2810
6,126,5666010,11:47:00,00:29:14,12:16:14,7363
84,84,3122830,11:58:07,00:19:07,12:17:14,1903
189,12,2872630,12:07:05,00:10:35,12:17:40,6770
174,23,5664250,12:06:44,00:10:58,12:17:42,2424
106,13,3126850,12:08:11,00:10:37,12:18:48,2690
174,23,5664250,12:11:19,00:07:44,12:19:03,4533
8,32,5126030,12:10:10,00:09:19,12:19:29,2881
25,101,4883640,12:02:59,00:16:49,12:19:48,7918
20,102,5097280,12:06:35,00:13:44,12:20:19,3558
61,26,6112850,12:04:40,00:17:30,12:22:10,2041
50,33,6200670,11:34:01,00:48:36,12:22:37,7283
83,16,6215800,12:04:47,00:18:03,12:22:50,5285
189,5,2872630,12:05:39,00:18:56,12:24:35,4859
189,160,2872630,12:06:21,00:18:27,12:24:48,4746
5,45,5735920,11:42:46,00:42:26,12:25:12,8573
84,84,3122830,11:50:55,00:35:07,12:26:02,3704
75,27,5529760,12:13:56,00:12:16,12:26:12,5477
106,13,3126850,12:15:52,00:10:27,12:26:19,8576
189,160,2872630,12:06:37,00:20:02,12:26:39,1559
76,8,6042050,12:14:25,00:12:44,12:27:09,7787
16,83,6215800,12:08:30,00:19:22,12:27:52,8951
95,27,5529760,12:16:09,00:11:57,12:28:06,3634
135,12,5731900,12:00:57,00:27:38,12:28:35,1366
89,56,5440160,11:48:00,00:40:49,12:28:49,3846
51,183,4300980,12:18:12,00:10:48,12:29:00,6290
82,82,3892850,12:19:06,00:09:55,12:29:01,1127
34,76,5385890,12:15:38,00:13:35,12:29:13,5587
189,14,2872630,12:03:16,00:26:09,12:29:25,7200
93,13,3126850,12:15:22,00:14:40,12:30:02,4086
26,4,4917160,12:21:46,00:09:10,12:30:56,6396
166,5,5817340,11:50:14,00:40:43,12:30:57,8995
189,160,2872630,12:13:14,00:17:45,12:30:59,5471
149,71,3892850,12:18:31,00:13:16,12:31:47,6472
63,114,5666010,12:18:50,00:13:33,12:32:23,8784
1,160,2872630,12:15:57,00:16:28,12:32:25,1068
189,8,2872630,12:08:09,00:24:21,12:32:30,5398
189,14,2872630,12:09:32,00:23:15,12:32:47,1247
33,51,5751430,12:08:23,00:24:34,12:32:57,7357
185,54,3892850,12:03:05,00:30:22,12:33:27,1253
7,18,5836690,12:22:07,00:11:40,12:33:47,3994
33,119,5751430,11:33:52,01:00:26,12:34:18,3489
64,65,5551600,12:15:58,00:18:31,12:34:29,1247
111,111,5343240,11:40:54,00:53:47,12:34:41,8773
163,106,3126850,12:22:56,00:11:53,12:34:49,7202
189,14,2872630,12:09:48,00:25:03,12:34:51,2199
189,14,2872630,12:07:06,00:27:54,12:35:00,5173
109,65,5097280,11:34:41,01:01:06,12:35:47,8977
194,91,2796960,12:10:46,00:25:29,12:36:15,2929
1,160,2872630,12:18:25,00:18:14,12:36:39,3750
8,68,5126030,11:27:41,01:09:17,12:36:58,6466
189,14,2872630,12:12:48,00:24:15,12:37:03,2548
189,144,2872630,12:03:18,00:33:50,12:37:08,1346
44,93,3126850,11:48:13,00:49:00,12:37:13,4750
114,61,5666010,12:16:33,00:21:21,12:37:54,2789
51,183,4300980,12:25:55,00:12:10,12:38:05,6239
46,16,5664960,12:18:20,00:20:07,12:38:27,2239
97,163,3892850,12:07:35,00:32:09,12:39:44,8560
169,39,6042050,12:12:40,00:27:22,12:40:02,1544
123,123,1675610,12:33:38,00:06:42,12:40:20,5743
59,161,2701320,12:30:47,00:09:57,12:40:44,5330
189,14,2872630,12:11:57,00:29:01,12:40:58,6975
59,161,2701320,12:27:55,00:13:07,12:41:02,4128
189,5,2872630,12:10:49,00:31:49,12:42:38,1322
97,197,3892850,12:18:14,00:24:27,12:42:41,5942
135,34,5731900,12:21:18,00:21:36,12:42:54,6991
50,12,5925780,12:30:14,00:13:15,12:43:29,3254
189,5,2872630,12:09:47,00:34:45,12:44:32,8060
8,93,5666010,12:25:10,00:19:36,12:44:46,5294
156,93,3126850,12:08:47,00:36:06,12:44:53,8740
68,32,5126030,10:11:25,02:33:55,12:45:20,5657
126,63,1764650,12:17:01,00:29:45,12:46:46,1927
51,23,5664250,12:11:10,00:35:37,12:46:47,1094
61,135,6244540,12:33:23,00:14:17,12:47:40,1306
160,182,5735920,12:35:41,00:12:32,12:48:13,3922
146,157,5882120,12:39:42,00:09:15,12:48:57,7625
119,22,5440160,12:05:56,00:43:50,12:49:46,6692
32,68,5126030,12:41:47,00:08:34,12:50:21,6400
107,21,5605040,12:27:43,00:23:10,12:50:53,7452
2,177,5201890,11:33:58,01:17:00,12:50:58,6979
89,17,5440160,12:31:44,00:19:58,12:51:42,2573
34,114,5731900,12:32:08,00:20:20,12:52:28,5537
33,33,5751430,11:51:57,01:01:09,12:53:06,7115
30,5,2872630,12:32:03,00:21:08,12:53:11,7029
174,12,5313860,12:45:50,00:07:35,12:53:25,1629
107,107,3073820,12:28:05,00:27:01,12:55:06,8789
69,194,5836690,12:41:08,00:15:33,12:56:41,2301
194,33,5965780,12:34:56,00:21:47,12:56:43,3610
33,185,3892850,12:19:45,00:37:55,12:57:40,2366
59,161,2701320,12:43:57,00:13:45,12:57:42,3150
165,96,5338480,12:48:55,00:09:15,12:58:10,8291
90,190,6471060,12:51:06,00:07:28,12:58:34,5948
109,89,5097280,12:43:54,00:15:00,12:58:54,4601
65,109,5097280,12:41:58,00:17:04,12:59:02,1587
116,22,5810010,10:51:10,02:09:01,13:00:11,1487
39,183,4300980,12:35:11,00:25:33,13:00:44,7944
61,114,5666010,12:44:30,00:16:15,13:00:45,3194
82,193,3892850,12:33:23,00:28:07,13:01:30,1012
174,194,5836690,12:38:29,00:23:28,13:01:57,2909
112,23,5509730,12:51:31,00:10:54,13:02:25,4674
1,89,5440160,12:50:28,00:12:01,13:02:29,5239
59,161,2701320,12:52:53,00:09:37,13:02:30,4104
76,34,5385890,12:39:56,00:22:41,13:02:37,7986
26,26,4917160,12:48:55,00:14:21,13:03:16,7613
64,89,5440160,12:52:24,00:10:57,13:03:21,2127
1,156,5509730,11:40:23,01:23:07,13:03:30,1232
97,163,3892850,12:30:04,00:33:29,13:03:33,1501
24,91,2796960,12:50:17,00:14:01,13:04:18,4820
33,135,5751430,12:52:50,00:11:33,13:04:23,8541
12,9,5313860,12:42:50,00:22:15,13:05:05,2216
166,56,5313860,12:31:55,00:33:19,13:05:14,4029
25,125,5659330,12:57:20,00:08:13,13:05:33,5795
4,32,5666010,12:36:50,00:28:47,13:05:37,1986
33,33,5751430,11:54:24,01:11:30,13:05:54,5161
190,89,5440160,12:59:07,00:07:06,13:06:13,4598
56,145,5303390,12:29:28,00:37:08,13:06:36,1847
125,142,5735920,12:58:47,00:08:43,13:07:30,6073
21,21,5605040,12:59:57,00:07:43,13:07:40,2991
93,50,3126850,12:32:10,00:35:44,13:07:54,4391
34,137,5731900,12:49:51,00:18:34,13:08:25,6072
107,41,5605040,12:58:08,00:10:51,13:08:59,8087
12,19,5925780,12:53:58,00:15:44,13:09:42,8060
59,161,2701320,12:57:05,00:12:53,13:09:58,2176
21,21,5605040,12:55:57,00:15:08,13:11:05,3937
73,77,5158790,12:44:49,00:26:32,13:11:21,8237
14,5,5338480,10:15:11,02:56:12,13:11:23,8796
33,23,5751430,11:34:55,01:36:28,13:11:23,3390
97,13,3892850,12:27:11,00:44:41,13:11:52,4075
91,34,2796960,12:45:31,00:26:21,13:11:52,7507
146,157,5882120,13:03:16,00:09:14,13:12:30,8428
91,91,2796960,12:30:04,00:42:47,13:12:51,7903
64,113,5313860,12:47:52,00:25:25,13:13:17,5181
2,111,5520960,12:49:42,00:23:37,13:13:19,2172
91,27,2796960,12:54:56,00:18:24,13:13:20,5394
61,34,6244540,13:05:35,00:08:06,13:13:41,2675
189,14,2872630,12:44:51,00:28:53,13:13:44,3628
33,2,5751430,12:56:34,00:17:13,13:13:47,1889
48,68,5126030,13:02:11,00:11:56,13:14:07,6334
186,77,4841520,13:04:39,00:09:32,13:14:11,4914
18,58,5731900,12:40:16,00:34:17,13:14:33,5522
27,117,5170700,12:48:33,00:27:05,13:15:38,6252
171,171,6200670,13:09:59,00:05:57,13:15:56,7501
5,93,3126850,12:28:39,00:47:23,13:16:02,7599
17,89,5440160,12:59:52,00:16:11,13:16:03,8489
12,113,5313860,12:44:13,00:32:04,13:16:17,2175
12,12,5313860,12:46:18,00:30:15,13:16:33,8530
166,78,5751430,12:55:12,00:21:30,13:16:42,8354
183,193,4300980,12:53:21,00:23:42,13:17:03,4373
103,160,5825040,13:03:03,00:15:43,13:18:46,1465
114,114,5666010,13:09:39,00:09:12,13:18:51,8070
71,142,5114810,12:46:54,00:32:21,13:19:15,4325
199,37,6112850,12:55:34,00:23:42,13:19:16,8316
64,83,6127050,13:07:16,00:12:01,13:19:17,2783
93,50,3126850,12:50:11,00:29:10,13:19:21,7355
168,146,6580900,12:59:23,00:20:29,13:19:52,6073
150,150,6200670,12:30:30,00:49:35,13:20:05,7418
33,33,5751430,12:53:07,00:27:37,13:20:44,4436
1,89,5440160,13:10:45,00:10:17,13:21:02,6686
33,30,5170700,13:10:41,00:11:14,13:21:55,1367
12,113,5313860,12:44:50,00:37:09,13:21:59,5356
23,1,5509730,13:08:08,00:14:03,13:22:11,7277
12,113,5313860,12:44:32,00:37:42,13:22:14,3216
166,56,5313860,12:56:13,00:26:17,13:22:30,8059
23,8,4841520,13:06:24,00:16:12,13:22:36,1394
72,47,1895160,13:06:51,00:15:53,13:22:44,4823
135,33,5731900,13:02:53,00:20:32,13:23:25,3183
33,82,5836690,13:02:00,00:21:39,13:23:39,2387
38,33,2274020,13:10:32,00:14:32,13:25:04,4080
32,135,5656970,13:04:03,00:21:09,13:25:12,4185
22,33,2274020,13:12:54,00:12:22,13:25:16,1966
44,44,5494160,13:19:57,00:05:22,13:25:19,6277
27,27,5836690,13:19:08,00:06:31,13:25:39,7632
122,160,4883640,13:01:23,00:25:55,13:27:18,3563
23,186,4841520,13:05:24,00:22:11,13:27:35,4737
30,119,5751430,12:39:20,00:49:18,13:28:38,6473
16,1,5664960,12:43:41,00:45:00,13:28:41,2170
12,113,5313860,12:59:16,00:29:42,13:28:58,3576
61,61,6244540,12:30:01,00:59:28,13:29:29,7619
12,113,5313860,12:53:55,00:36:18,13:30:13,8945
32,68,5126030,13:21:53,00:08:27,13:30:20,1058
33,116,5751430,13:13:22,00:17:02,13:30:24,7466
80,82,3892850,13:06:58,00:23:28,13:30:26,4444
98,2,5902520,13:12:23,00:18:50,13:31:13,1471
32,68,5126030,12:25:08,01:06:11,13:31:19,5762
9,113,5313860,13:15:28,00:17:26,13:32:54,1273
123,20,1675610,13:04:07,00:29:04,13:33:11,5692
142,133,6170750,13:24:13,00:09:05,13:33:18,8021
33,194,5836690,13:13:49,00:19:39,13:33:28,8618
31,31,5637910,13:25:12,00:08:52,13:34:04,7784
174,194,5836690,13:10:17,00:23:48,13:34:05,3047
23,186,4841520,13:04:32,00:29:46,13:34:18,2147
89,89,6065720,12:25:06,01:09:16,13:34:22,3876
177,25,5201890,12:57:44,00:37:19,13:35:03,1497
83,1,3892850,13:05:15,00:30:06,13:35:21,4325
33,135,5751430,13:21:23,00:14:38,13:36:01,3498
88,76,5529760,13:27:42,00:08:20,13:36:02,4296
9,79,5825040,12:38:34,00:58:24,13:36:58,8020
23,186,4841520,13:07:42,00:30:06,13:37:48,8354
93,76,3892850,13:12:22,00:25:30,13:37:52,4515
136,31,2796960,13:04:37,00:33:33,13:38:10,5698
21,21,5605040,12:41:03,00:57:26,13:38:29,1711
117,11,5664960,13:01:29,00:37:08,13:38:37,1848
39,40,6042050,13:09:31,00:29:35,13:39:06,6684
61,60,6244540,13:11:53,00:27:29,13:39:22,3742
78,30,5751430,13:22:28,00:17:08,13:39:36,1056
33,82,5836690,13:19:51,00:20:37,13:40:28,1833
91,91,2796960,13:10:17,00:30:13,13:40:30,2190
183,193,4300980,13:04:00,00:36:41,13:40:41,8628
56,89,5440160,13:25:44,00:16:17,13:42:01,4909
73,106,5158790,13:15:52,00:26:45,13:42:37,1843
98,130,5902520,13:23:57,00:18:48,13:42:45,1661
13,185,3892850,13:23:25,00:19:40,13:43:05,7616
26,4,4917160,13:33:47,00:09:34,13:43:21,2571
150,148,6054000,13:31:06,00:12:32,13:43:38,6569
37,62,5731900,13:25:35,00:18:31,13:44:06,2119
12,113,5313860,13:05:56,00:38:16,13:44:12,7504
22,129,2274020,13:06:49,00:37:47,13:44:36,7118
193,77,3892850,13:07:32,00:37:19,13:44:51,2507
169,199,5605040,12:58:14,00:47:13,13:45:27,7930
44,106,3126850,13:05:49,00:39:44,13:45:33,8389
16,61,5440160,12:48:09,00:57:28,13:45:37,8758
33,194,5836690,13:26:49,00:18:51,13:45:40,6654
33,69,5836690,13:37:04,00:09:00,13:46:04,5174
174,27,5529760,13:26:10,00:20:08,13:46:18,3637
78,22,5810010,13:14:59,00:31:23,13:46:22,3646
4,26,4917160,13:38:16,00:08:27,13:46:43,8327
6,18,5666010,13:30:04,00:16:56,13:47:00,2592
34,61,6244540,13:38:55,00:08:24,13:47:19,6817
56,38,5313860,12:41:36,01:05:49,13:47:25,4253
106,50,3126850,13:17:54,00:29:55,13:47:49,5294
27,64,5777720,13:16:45,00:31:12,13:47:57,4809
9,106,3126850,13:14:12,00:33:51,13:48:03,7109
103,109,5097280,13:31:03,00:17:12,13:48:15,5634
8,34,4841520,13:31:30,00:17:05,13:48:35,7447
33,194,5836690,13:31:02,00:17:49,13:48:51,4455
46,27,5170700,13:25:24,00:23:51,13:49:15,2082
47,171,6163060,13:25:34,00:23:52,13:49:26,4320
64,119,5751430,12:40:37,01:08:52,13:49:29,6320
30,113,5313860,13:26:29,00:23:15,13:49:44,3514
142,182,5735920,13:39:44,00:10:28,13:50:12,6934
166,33,5751430,13:21:45,00:28:28,13:50:13,7260
83,116,5664250,13:30:17,00:20:16,13:50:33,2159
137,150,5731900,13:14:39,00:36:21,13:51:00,5176
12,56,5313860,13:22:17,00:28:45,13:51:02,7157
1,64,5551600,13:42:33,00:08:56,13:51:29,6440
61,61,6244540,13:07:39,00:44:45,13:52:24,8524
44,106,3126850,12:59:56,00:52:36,13:52:32,5763
119,113,5313860,13:26:47,00:26:23,13:53:10,6674
23,193,5664250,13:17:49,00:35:52,13:53:41,2256
166,56,5313860,13:23:45,00:31:18,13:55:03,7607
61,61,6244540,13:46:33,00:08:41,13:55:14,2446
113,33,5313860,13:33:21,00:22:05,13:55:26,6205
161,59,2701320,13:46:30,00:08:59,13:55:29,3354
72,72,1895160,13:12:28,00:43:19,13:55:47,6157
60,61,6244540,13:46:37,00:09:33,13:56:10,3421
40,61,6244540,13:12:22,00:43:57,13:56:19,4176
68,68,5126030,13:13:21,00:43:45,13:57:06,1540
34,116,5664250,13:40:11,00:17:12,13:57:23,4952
5,103,5735920,13:42:04,00:15:20,13:57:24,2652
57,72,1895160,13:24:11,00:33:19,13:57:30,4053
89,25,4883640,13:47:21,00:10:12,13:57:33,1734
77,150,6200670,13:36:24,00:21:33,13:57:57,2654
145,58,5751430,12:45:42,01:12:27,13:58:09,5309
21,21,5605040,13:48:55,00:09:21,13:58:16,7489
1,1,5810010,11:57:44,02:00:40,13:58:24,3637
72,72,1895160,13:00:41,00:58:14,13:58:55,4022
22,90,5551600,13:43:56,00:15:37,13:59:33,5748
196,111,5664960,13:22:12,00:37:38,13:59:50,2125
103,177,5825040,13:45:44,00:14:23,14:00:07,3522
23,45,6394240,13:18:02,00:42:19,14:00:21,1661
26,114,4917160,13:52:19,00:08:20,14:00:39,4280
1,1,5810010,11:13:02,02:47:38,14:00:40,3323
5,89,5440160,13:47:18,00:13:42,14:01:00,4383
200,33,5751430,13:26:37,00:34:38,14:01:15,4252
16,47,1895160,13:35:01,00:26:15,14:01:16,7354
34,193,5664250,13:38:43,00:23:11,14:01:54,6075
32,68,5126030,13:53:46,00:08:12,14:01:58,8326
33,194,5836690,13:43:14,00:18:53,14:02:07,7139
161,59,2701320,13:53:44,00:08:46,14:02:30,1700
124,59,5751430,12:56:49,01:05:47,14:02:36,5894
166,30,6679280,13:55:35,00:07:10,14:02:45,4765
109,109,5097280,13:50:50,00:11:58,14:02:48,2754
30,59,5751430,12:26:13,01:36:52,14:03:05,8438
16,16,5923390,13:57:48,00:05:28,14:03:16,1763
82,34,5385890,13:32:01,00:31:18,14:03:19,4826
60,65,5751430,12:57:58,01:06:03,14:04:01,6281
34,76,2796960,13:19:14,00:45:00,14:04:14,5017
191,124,5509730,13:00:35,01:04:18,14:04:53,7247
72,72,1895160,13:13:33,00:51:41,14:05:14,8524
164,89,5440160,13:31:15,00:35:52,14:07:07,1186
1,103,5313860,13:58:16,00:10:19,14:08:35,4699
69,82,5836690,13:51:43,00:16:54,14:08:37,4250
12,113,5313860,13:38:57,00:29:59,14:08:56,1933
135,33,5751430,13:59:38,00:09:33,14:09:11,8770
20,109,5097280,13:57:50,00:12:03,14:09:53,2288
16,137,6070370,14:02:36,00:07:17,14:09:53,1057
174,46,5170700,13:45:14,00:24:42,14:09:56,2409
88,84,5529760,14:01:46,00:08:22,14:10:08,4666
88,84,5529760,14:00:31,00:09:37,14:10:08,1020
150,148,6054000,13:59:04,00:11:14,14:10:18,6680
8,42,5783160,14:02:09,00:08:16,14:10:25,1188
34,111,4841520,13:54:11,00:16:16,14:10:27,5709
45,194,5836690,13:51:12,00:19:40,14:10:52,3562
25,20,5825040,13:40:46,00:30:07,14:10:53,7457
1,113,5313860,13:43:13,00:27:42,14:10:55,7166
168,8,5666010,13:56:48,00:14:41,14:11:29,5165
118,91,2796960,13:32:04,00:39:52,14:11:56,4167
22,59,5551600,13:56:07,00:15:53,14:12:00,4514
31,91,2796960,13:43:57,00:28:52,14:12:49,1052
1,44,5520960,13:26:33,00:46:27,14:13:00,6932
33,194,5836690,13:53:36,00:20:07,14:13:43,2397
27,91,2796960,13:26:18,00:47:27,14:13:45,1188
20,109,5097280,14:01:45,00:12:38,14:14:23,2082
33,90,5585920,14:03:50,00:10:34,14:14:24,2485
33,186,5731900,13:28:27,00:46:05,14:14:32,4091
33,90,5585920,14:04:32,00:10:05,14:14:37,2323
20,99,5097280,13:58:20,00:16:28,14:14:48,6762
116,4,5664250,13:48:49,00:26:05,14:14:54,4042
21,21,5605040,14:07:55,00:07:11,14:15:06,8024
150,148,6054000,14:02:17,00:13:15,14:15:32,3974
37,34,5509730,14:03:36,00:12:22,14:15:58,5732
68,48,5126030,14:06:33,00:09:38,14:16:11,5703
34,193,5664250,13:55:29,00:20:57,14:16:26,6850
147,8,5731900,13:26:36,00:49:58,14:16:34,4925
33,90,5585920,14:05:20,00:11:17,14:16:37,7870
33,194,5836690,13:53:59,00:22:58,14:16:57,3934
33,33,5751430,13:31:40,00:45:18,14:16:58,2613
26,55,4917160,14:09:49,00:07:15,14:17:04,3072
34,116,5664250,13:58:28,00:18:47,14:17:15,7230
34,116,5664250,13:56:27,00:20:55,14:17:22,2175
89,33,5751430,13:50:22,00:27:07,14:17:29,1497
44,44,5192240,12:28:50,01:48:41,14:17:31,1833
150,148,6054000,14:04:54,00:12:44,14:17:38,8088
169,169,6042050,14:04:57,00:12:48,14:17:45,1564
183,143,4300980,13:54:28,00:23:22,14:17:50,5052
97,76,3892850,13:42:04,00:35:51,14:17:55,8903
91,136,2796960,13:40:39,00:37:20,14:17:59,2376
34,193,5664250,13:56:51,00:21:11,14:18:02,1564
33,90,5585920,14:06:23,00:11:51,14:18:14,5939
150,93,5817340,13:04:46,01:13:32,14:18:18,3631
33,90,5585920,14:06:11,00:12:11,14:18:22,6940
72,72,1895160,13:33:34,00:44:48,14:18:22,5548
174,33,5751430,12:27:39,01:50:43,14:18:22,8460
20,109,5097280,13:59:24,00:19:05,14:18:29,7832
20,109,5097280,13:57:18,00:21:23,14:18:41,3182
82,49,3067870,14:03:26,00:15:20,14:18:46,2982
110,197,6127050,14:06:06,00:12:58,14:19:04,2013
33,90,5585920,14:06:34,00:12:45,14:19:19,5049
88,27,5529760,14:04:36,00:15:54,14:20:30,7519
21,163,5605040,13:46:06,00:34:40,14:20:46,4522
155,21,5605040,13:56:28,00:24:26,14:20:54,8475
9,200,5751430,12:39:47,01:41:14,14:21:01,6632
183,183,4300980,14:05:36,00:15:28,14:21:04,8406
83,88,6394240,14:00:31,00:20:42,14:21:13,5072
105,155,5605040,14:12:37,00:08:36,14:21:13,7028
34,193,5664250,13:59:11,00:22:15,14:21:26,7228
20,109,5097280,14:07:11,00:14:16,14:21:27,5373
72,61,5731900,14:03:38,00:17:54,14:21:32,3976
33,90,5585920,14:10:55,00:10:44,14:21:39,4666
155,21,4987430,14:03:17,00:18:30,14:21:47,7383
82,140,3067870,14:03:23,00:18:43,14:22:06,8991
97,76,3892850,13:46:09,00:36:07,14:22:16,3068
76,88,6394240,14:14:53,00:07:25,14:22:18,8434
156,44,5192240,12:59:40,01:22:39,14:22:19,1570
159,1,5637910,13:29:17,00:53:09,14:22:26,3716
107,107,3073820,13:53:31,00:29:06,14:22:37,4436
82,140,3067870,14:03:06,00:19:33,14:22:39,1207
82,140,3067870,14:02:47,00:19:53,14:22:40,2165
33,90,5585920,14:09:36,00:13:09,14:22:45,3704
34,116,5664250,14:02:15,00:20:38,14:22:53,2766
163,117,5071730,13:11:47,01:11:07,14:22:54,1451
75,27,5529760,14:09:19,00:13:54,14:23:13,3973
82,82,3067870,14:17:45,00:05:33,14:23:18,1980
